Participant,TimeStamp,Order,Task,Forehead Temp,Nasal Temp
8,61,,baseline,36.8,37.4
8,62,,baseline,36.9,37.5
8,63,,baseline,37,37.6
8,64,,baseline,36.8,37.1
8,65,,baseline,36.9,37.6
8,66,,baseline,36.8,37.6
8,67,,baseline,36.8,37.5
8,68,,baseline,36.9,37.7
8,69,,baseline,36.9,37.4
8,70,,baseline,37,37.6
8,71,,baseline,36.8,37.6
8,72,,baseline,36.9,37.3
8,73,,baseline,36.9,37.4
8,74,,baseline,37,37.2
8,75,,baseline,37,37.3
8,76,,baseline,36.9,37.3
8,77,,baseline,36.9,37.2
8,78,,baseline,37,37.4
8,79,,baseline,36.8,37.3
8,80,,baseline,36.9,37.3
8,81,,baseline,37,37.3
8,82,,baseline,37,37.4
8,83,,baseline,36.8,37.6
8,84,,baseline,36.9,37.3
8,85,,baseline,37,37.3
8,86,,baseline,37,37.4
8,87,,baseline,36.9,37.3
8,88,,baseline,36.8,37.4
8,89,,baseline,36.8,37.2
8,90,,baseline,37.1,37.2
8,1,Reading,literary piece,37.2,36.3
8,2,Reading,literary piece,-,-
8,3,Reading,literary piece,37.2,36.7
8,4,Reading,literary piece,37.3,35.5
8,5,Reading,literary piece,37.3,35
8,6,Reading,literary piece,37.3,36.1
8,7,Reading,literary piece,37.3,35.1
8,8,Reading,literary piece,37.4,35
8,9,Reading,literary piece,37.4,35.1
8,10,Reading,literary piece,37.4,36.1
8,11,Reading,literary piece,37.5,35
8,12,Reading,literary piece,37.5,35
8,13,Reading,literary piece,37.2,35.9
8,14,Reading,literary piece,37.2,34.9
8,15,Reading,literary piece,37.3,36.3
8,16,Reading,literary piece,37.2,36.2
8,17,Reading,literary piece,37.2,36.3
8,18,Reading,literary piece,37.3,35.2
8,19,Reading,literary piece,37.1,34.9
8,20,Reading,literary piece,37.2,35.9
8,21,Reading,literary piece,37.2,36
8,22,Reading,literary piece,37.2,35.6
8,23,Reading,literary piece,37.2,36.2
8,24,Reading,literary piece,37.2,35.8
8,25,Reading,literary piece,37.2,36.3
8,26,Reading,literary piece,37.2,35.3
8,27,Reading,literary piece,37.3,35.1
8,28,Reading,literary piece,37.3,35
8,29,Reading,literary piece,37.3,36.1
8,30,Reading,literary piece,37.5,35
8,31,Reading,literary piece,37.3,35.3
8,32,Reading,literary piece,37.3,34.7
8,33,Reading,literary piece,37.3,36.4
8,34,Reading,literary piece,37.4,34.6
8,35,Reading,literary piece,37.3,35.1
8,36,Reading,literary piece,37.3,34.6
8,37,Reading,literary piece,37.3,35.3
8,38,Reading,literary piece,37.2,35.5
8,39,Reading,literary piece,37.3,35.7
8,40,Reading,literary piece,37.3,34.9
8,41,Reading,literary piece,37.4,34.8
8,42,Reading,literary piece,37.4,36.1
8,43,Reading,literary piece,37.4,34.9
8,44,Reading,literary piece,37.4,34.7
8,45,Reading,literary piece,37.2,35
8,46,Reading,literary piece,37.3,34.8
8,47,Reading,literary piece,37.3,35.1
8,48,Reading,literary piece,37.2,34.9
8,49,Reading,literary piece,37.3,34.7
8,50,Reading,literary piece,37.3,34.9
8,51,Reading,literary piece,37.3,34.7
8,52,Reading,literary piece,37.4,35.4
8,53,Reading,literary piece,37.4,35.9
8,54,Reading,literary piece,37.4,34.7
8,55,Reading,literary piece,37.2,36.1
8,56,Reading,literary piece,37.3,35
8,57,Reading,literary piece,37.3,34.9
8,58,Reading,literary piece,37.3,35.9
8,59,Reading,literary piece,37.3,35.3
8,60,Reading,literary piece,37.3,35.6
8,61,Reading,literary piece,37.3,36
8,62,Reading,literary piece,37.4,35.8
8,63,Reading,literary piece,37.3,35.9
8,64,Reading,literary piece,37.2,35.9
8,65,Reading,literary piece,37.2,35.9
8,66,Reading,literary piece,37.2,36
8,67,Reading,literary piece,37.3,34.9
8,68,Reading,literary piece,37.2,34.9
8,69,Reading,literary piece,37.2,35.5
8,70,Reading,literary piece,37.3,35.2
8,71,Reading,literary piece,37.3,36.3
8,72,Reading,literary piece,37.2,35.2
8,73,Reading,literary piece,37.2,35.7
8,74,Reading,literary piece,37.2,35.9
8,75,Reading,literary piece,37.3,36.1
8,76,Reading,literary piece,37.5,35.1
8,77,Reading,literary piece,37.5,35.2
8,78,Reading,literary piece,37.5,34.8
8,79,Reading,literary piece,37.3,34.8
8,80,Reading,literary piece,37.3,35.8
8,81,Reading,literary piece,37.5,34.8
8,82,Reading,literary piece,37.5,34.8
8,83,Reading,literary piece,37.3,34.8
8,84,Reading,literary piece,37.2,36.1
8,85,Reading,literary piece,37.2,36.3
8,86,Reading,literary piece,37.3,34.8
8,87,Reading,literary piece,37.3,36.2
8,88,Reading,literary piece,37.2,34.8
8,89,Reading,literary piece,37.3,36.2
8,90,Reading,literary piece,37.4,34.8
8,1,Reading,science article,37.3,36.5
8,2,Reading,science article,37.2,35.6
8,3,Reading,science article,37.2,36.9
8,4,Reading,science article,37.2,36.4
8,5,Reading,science article,37.1,36.3
8,6,Reading,science article,37.1,36.2
8,7,Reading,science article,37.3,36.1
8,8,Reading,science article,37.2,36.3
8,9,Reading,science article,37.4,36.5
8,10,Reading,science article,37.2,36.2
8,11,Reading,science article,37.3,36.3
8,12,Reading,science article,37.3,36.7
8,13,Reading,science article,37.3,37
8,14,Reading,science article,37.3,36
8,15,Reading,science article,37.3,36.8
8,16,Reading,science article,37.4,36.8
8,17,Reading,science article,37.3,36.3
8,18,Reading,science article,37.4,37
8,19,Reading,science article,37.3,36.8
8,20,Reading,science article,37.3,36.9
8,21,Reading,science article,37.3,36.9
8,22,Reading,science article,37.3,37.1
8,23,Reading,science article,37.3,37.1
8,24,Reading,science article,37.3,37.1
8,25,Reading,science article,37.3,37.1
8,26,Reading,science article,37.1,37.1
8,27,Reading,science article,37.2,37.2
8,28,Reading,science article,37.3,37
8,29,Reading,science article,37.3,37.1
8,30,Reading,science article,37.3,36.9
8,31,Reading,science article,37.4,36.9
8,32,Reading,science article,37.4,36.8
8,33,Reading,science article,37.2,37.1
8,34,Reading,science article,37.2,37
8,35,Reading,science article,37.3,37
8,36,Reading,science article,37.3,37.1
8,37,Reading,science article,37.3,37
8,38,Reading,science article,37.3,37
8,39,Reading,science article,37.3,35.5
8,40,Reading,science article,37.3,36.4
8,41,Reading,science article,37.3,35.7
8,42,Reading,science article,37.4,36.4
8,43,Reading,science article,37.3,36.8
8,44,Reading,science article,37.4,36.1
8,45,Reading,science article,37.5,35.9
8,46,Reading,science article,37.3,36
8,47,Reading,science article,37.3,36.8
8,48,Reading,science article,37.3,36.8
8,49,Reading,science article,37.3,35.9
8,50,Reading,science article,37.2,36.3
8,51,Reading,science article,37.2,36.5
8,52,Reading,science article,37.3,36.9
8,53,Reading,science article,37.4,36.1
8,54,Reading,science article,37.2,36.2
8,55,Reading,science article,37.3,36.3
8,56,Reading,science article,37.2,36.3
8,57,Reading,science article,37.3,36.2
8,58,Reading,science article,37.4,35.7
8,59,Reading,science article,37.3,36.8
8,60,Reading,science article,37.3,36.6
8,61,Reading,science article,37.3,36.8
8,62,Reading,science article,37.3,35.6
8,63,Reading,science article,37.3,36.1
8,64,Reading,science article,37.3,36.5
8,65,Reading,science article,37.3,36.5
8,66,Reading,science article,37.3,35.6
8,67,Reading,science article,37.3,35.2
8,68,Reading,science article,37.3,35.3
8,69,Reading,science article,37.3,35.1
8,70,Reading,science article,37.3,35.3
8,71,Reading,science article,37.3,35.4
8,72,Reading,science article,37.2,35.2
8,73,Reading,science article,37.2,35.7
8,74,Reading,science article,37.2,35.6
8,75,Reading,science article,37.2,35.6
8,76,Reading,science article,37.2,35.5
8,77,Reading,science article,37.2,36.7
8,78,Reading,science article,37.3,35.4
8,79,Reading,science article,37.3,35.5
8,80,Reading,science article,37.2,35.5
8,81,Reading,science article,37.3,36
8,82,Reading,science article,37.3,35.2
8,83,Reading,science article,37.3,35.6
8,84,Reading,science article,37.3,35.3
8,85,Reading,science article,37.3,35.3
8,86,Reading,science article,37.2,35.3
8,87,Reading,science article,37.2,35.6
8,88,Reading,science article,37.3,35.3
8,89,Reading,science article,37.3,35.2
8,90,Reading,science article,37.3,35.2
8,1,Reading,easy blog (article),37.3,36.1
8,2,Reading,easy blog (article),37.2,36
8,3,Reading,easy blog (article),37.2,35.4
8,4,Reading,easy blog (article),37.2,36.3
8,5,Reading,easy blog (article),37.3,35.6
8,6,Reading,easy blog (article),37.3,35.7
8,7,Reading,easy blog (article),37.3,35.7
8,8,Reading,easy blog (article),37.2,35.7
8,9,Reading,easy blog (article),37.4,35.7
8,10,Reading,easy blog (article),37.3,35.7
8,11,Reading,easy blog (article),37.2,35.7
8,12,Reading,easy blog (article),37.3,36.1
8,13,Reading,easy blog (article),37.4,36.1
8,14,Reading,easy blog (article),37.2,36.3
8,15,Reading,easy blog (article),37.2,36.7
8,16,Reading,easy blog (article),37.2,36
8,17,Reading,easy blog (article),37.1,35.8
8,18,Reading,easy blog (article),37.2,36.5
8,19,Reading,easy blog (article),37.2,36.2
8,20,Reading,easy blog (article),37.3,36.2
8,21,Reading,easy blog (article),37.1,36.2
8,22,Reading,easy blog (article),37.2,35.7
8,23,Reading,easy blog (article),37.2,35.6
8,24,Reading,easy blog (article),37.2,34.9
8,25,Reading,easy blog (article),37.3,36.1
8,26,Reading,easy blog (article),37.3,36.1
8,27,Reading,easy blog (article),37.2,35.6
8,28,Reading,easy blog (article),37.1,36
8,29,Reading,easy blog (article),37.2,36.5
8,30,Reading,easy blog (article),37.1,36.8
8,31,Reading,easy blog (article),37.2,35.5
8,32,Reading,easy blog (article),37.2,35.6
8,33,Reading,easy blog (article),37.2,35.8
8,34,Reading,easy blog (article),37.3,35.8
8,35,Reading,easy blog (article),37.1,35.6
8,36,Reading,easy blog (article),37.2,35.8
8,37,Reading,easy blog (article),37.1,35.7
8,38,Reading,easy blog (article),37.2,35.7
8,39,Reading,easy blog (article),37.2,35.7
8,40,Reading,easy blog (article),37.2,36.1
8,41,Reading,easy blog (article),37.2,35.7
8,42,Reading,easy blog (article),37.3,35.8
8,43,Reading,easy blog (article),37.3,36.1
8,44,Reading,easy blog (article),37.2,35.9
8,45,Reading,easy blog (article),37.1,36.1
8,46,Reading,easy blog (article),37.1,36
8,47,Reading,easy blog (article),37.3,35.8
8,48,Reading,easy blog (article),37.3,36.1
8,49,Reading,easy blog (article),37.2,36
8,50,Reading,easy blog (article),37.2,36
8,51,Reading,easy blog (article),37.2,36.6
8,52,Reading,easy blog (article),37.3,36
8,53,Reading,easy blog (article),37.2,36.1
8,54,Reading,easy blog (article),37.2,35.8
8,55,Reading,easy blog (article),37.2,36.3
8,56,Reading,easy blog (article),37.2,36.3
8,57,Reading,easy blog (article),37.2,36.1
8,58,Reading,easy blog (article),37.2,36.1
8,59,Reading,easy blog (article),37.3,36
8,60,Reading,easy blog (article),37.3,36.4
8,61,Reading,easy blog (article),37.3,36.2
8,62,Reading,easy blog (article),37.3,36
8,63,Reading,easy blog (article),37.1,36.1
8,64,Reading,easy blog (article),37.3,36.1
8,65,Reading,easy blog (article),37.1,36.1
8,66,Reading,easy blog (article),37.2,36.2
8,67,Reading,easy blog (article),37,36.6
8,68,Reading,easy blog (article),37.2,36.1
8,69,Reading,easy blog (article),37.1,36.1
8,70,Reading,easy blog (article),37.2,36.1
8,71,Reading,easy blog (article),37.2,35.7
8,72,Reading,easy blog (article),37.3,35.7
8,73,Reading,easy blog (article),37.3,36.2
8,74,Reading,easy blog (article),37.3,36.1
8,75,Reading,easy blog (article),37.3,35.7
8,76,Reading,easy blog (article),37.4,36.2
8,77,Reading,easy blog (article),37.3,36.1
8,78,Reading,easy blog (article),37.3,36.1
8,79,Reading,easy blog (article),37.3,36.1
8,80,Reading,easy blog (article),37.1,36.1
8,81,Reading,easy blog (article),37,36.1
8,82,Reading,easy blog (article),37.2,35.7
8,83,Reading,easy blog (article),37.2,36.1
8,84,Reading,easy blog (article),37.1,36.1
8,85,Reading,easy blog (article),37,36.1
8,86,Reading,easy blog (article),37.2,36.1
8,87,Reading,easy blog (article),37.2,35.7
8,88,Reading,easy blog (article),37.2,35.9
8,89,Reading,easy blog (article),37.1,36.1
8,90,Reading,easy blog (article),37,35.7
8,1,Reading,comic,37.3,36.1
8,2,Reading,comic,37.3,36
8,3,Reading,comic,37.2,35.4
8,4,Reading,comic,37.3,36.3
8,5,Reading,comic,37.3,35.6
8,6,Reading,comic,37.2,35.7
8,7,Reading,comic,37.3,35.7
8,8,Reading,comic,37.2,35.7
8,9,Reading,comic,37.3,35.7
8,10,Reading,comic,37.2,35.7
8,11,Reading,comic,37.2,35.7
8,12,Reading,comic,37.2,36.1
8,13,Reading,comic,37.1,36.1
8,14,Reading,comic,37.2,36.3
8,15,Reading,comic,37.2,36.7
8,16,Reading,comic,37.2,36
8,17,Reading,comic,37.2,35.8
8,18,Reading,comic,37.2,36.5
8,19,Reading,comic,37.2,36.2
8,20,Reading,comic,37.1,36.2
8,21,Reading,comic,37.1,36.2
8,22,Reading,comic,37.3,35.7
8,23,Reading,comic,37.1,35.6
8,24,Reading,comic,37.1,34.9
8,25,Reading,comic,37.2,36.1
8,26,Reading,comic,37.2,36.1
8,27,Reading,comic,37.1,35.6
8,28,Reading,comic,37.3,36
8,29,Reading,comic,37.2,36.5
8,30,Reading,comic,37.1,36.8
8,31,Reading,comic,37.2,35.5
8,32,Reading,comic,37.2,35.6
8,33,Reading,comic,37.2,35.8
8,34,Reading,comic,37.3,35.8
8,35,Reading,comic,37.2,35.6
8,36,Reading,comic,37.2,35.8
8,37,Reading,comic,37.1,35.7
8,38,Reading,comic,37.1,35.7
8,39,Reading,comic,37.1,35.7
8,40,Reading,comic,37.1,36.1
8,41,Reading,comic,37.2,35.7
8,42,Reading,comic,37.1,35.8
8,43,Reading,comic,37.1,36.1
8,44,Reading,comic,37.2,35.9
8,45,Reading,comic,37.2,36.1
8,46,Reading,comic,37.1,36
8,47,Reading,comic,37.2,35.8
8,48,Reading,comic,37.2,36.1
8,49,Reading,comic,37.2,36
8,50,Reading,comic,37.1,36
8,51,Reading,comic,37.1,36.6
8,52,Reading,comic,37.2,36
8,53,Reading,comic,37.1,36.1
8,54,Reading,comic,37.2,35.8
8,55,Reading,comic,37.1,36.3
8,56,Reading,comic,37.1,36.3
8,57,Reading,comic,37.2,36.1
8,58,Reading,comic,37.3,36.1
8,59,Reading,comic,37.2,36
8,60,Reading,comic,37.1,36.4
8,61,Reading,comic,37,36.2
8,62,Reading,comic,37.2,36
8,63,Reading,comic,37.1,36.1
8,64,Reading,comic,37.2,36.1
8,65,Reading,comic,37.3,36.1
8,66,Reading,comic,37.2,36.2
8,67,Reading,comic,37,36.6
8,68,Reading,comic,37.1,36.1
8,69,Reading,comic,37.2,36.1
8,70,Reading,comic,37.3,36.1
8,71,Reading,comic,37.2,35.7
8,72,Reading,comic,37.2,35.7
8,73,Reading,comic,37.2,36.2
8,74,Reading,comic,37.1,36.1
8,75,Reading,comic,37.1,35.7
8,76,Reading,comic,37.2,36.2
8,77,Reading,comic,37.1,36.1
8,78,Reading,comic,37.1,36.1
8,79,Reading,comic,37.1,36.1
8,80,Reading,comic,37.1,36.1
8,81,Reading,comic,37.2,36.1
8,82,Reading,comic,37.3,35.7
8,83,Reading,comic,37.2,36.1
8,84,Reading,comic,37.2,36.1
8,85,Reading,comic,37.2,36.1
8,86,Reading,comic,37.3,36.1
8,87,Reading,comic,37.1,36.1
8,88,Reading,comic,37.2,35.9
8,89,Reading,comic,37.1,36.1
8,90,Reading,comic,37.2,36.1
8,1,Video,entertaining,37.2,36.3
8,2,Video,entertaining,37.3,36.3
8,3,Video,entertaining,37.2,36.3
8,4,Video,entertaining,37.2,36.5
8,5,Video,entertaining,37.2,36.3
8,6,Video,entertaining,37.2,36.8
8,7,Video,entertaining,37.2,36.2
8,8,Video,entertaining,37.3,36.2
8,9,Video,entertaining,37.3,36.6
8,10,Video,entertaining,37.3,36.6
8,11,Video,entertaining,37.3,36
8,12,Video,entertaining,37.2,36.8
8,13,Video,entertaining,37.2,36.4
8,14,Video,entertaining,37.3,37
8,15,Video,entertaining,37.2,36.9
8,16,Video,entertaining,37.2,36.5
8,17,Video,entertaining,37.2,37
8,18,Video,entertaining,37.2,36.3
8,19,Video,entertaining,37.2,36.7
8,20,Video,entertaining,37.2,37.1
8,21,Video,entertaining,37.2,36.4
8,22,Video,entertaining,37.3,36.5
8,23,Video,entertaining,37.2,35.8
8,24,Video,entertaining,37.3,36.5
8,25,Video,entertaining,37.3,36.6
8,26,Video,entertaining,37.2,37
8,27,Video,entertaining,37.2,35.8
8,28,Video,entertaining,37.2,36.2
8,29,Video,entertaining,37.2,36.7
8,30,Video,entertaining,37.2,36.8
8,31,Video,entertaining,37.3,36.7
8,32,Video,entertaining,37.3,36.7
8,33,Video,entertaining,37.2,36.3
8,34,Video,entertaining,37.2,37
8,35,Video,entertaining,37.2,36.2
8,36,Video,entertaining,37.1,36.5
8,37,Video,entertaining,37.2,36.1
8,38,Video,entertaining,37.2,36.2
8,39,Video,entertaining,37.1,36.2
8,40,Video,entertaining,37.1,36.1
8,41,Video,entertaining,37.1,36.2
8,42,Video,entertaining,37.2,36.3
8,43,Video,entertaining,37.2,36.8
8,44,Video,entertaining,37.2,36.4
8,45,Video,entertaining,37.2,36.3
8,46,Video,entertaining,37.2,36.5
8,47,Video,entertaining,37.2,36.6
8,48,Video,entertaining,37.2,36.7
8,49,Video,entertaining,37.1,36.8
8,50,Video,entertaining,37.2,36.4
8,51,Video,entertaining,37.2,36.4
8,52,Video,entertaining,37.2,37.1
8,53,Video,entertaining,37.2,36.5
8,54,Video,entertaining,37.2,36.7
8,55,Video,entertaining,37.2,36.5
8,56,Video,entertaining,37.2,36.7
8,57,Video,entertaining,37.2,36.5
8,58,Video,entertaining,37.1,36.3
8,59,Video,entertaining,37.1,36.4
8,60,Video,entertaining,37.1,36.5
8,61,Video,entertaining,37.3,36.4
8,62,Video,entertaining,37.1,36.5
8,63,Video,entertaining,37.2,36.5
8,64,Video,entertaining,37.1,37
8,65,Video,entertaining,37.1,36.6
8,66,Video,entertaining,37.2,37
8,67,Video,entertaining,37.1,36.2
8,68,Video,entertaining,37.1,36.5
8,69,Video,entertaining,37.1,36.6
8,70,Video,entertaining,37.1,36.5
8,71,Video,entertaining,37,36.1
8,72,Video,entertaining,37.1,36.2
8,73,Video,entertaining,37.2,36.5
8,74,Video,entertaining,37.1,36.2
8,75,Video,entertaining,37.2,36.1
8,76,Video,entertaining,37.3,36.5
8,77,Video,entertaining,37.2,36.5
8,78,Video,entertaining,37.2,36.3
8,79,Video,entertaining,37.2,36.3
8,80,Video,entertaining,37.3,36.2
8,81,Video,entertaining,37.2,36.4
8,82,Video,entertaining,37.2,36.1
8,83,Video,entertaining,37.1,36.3
8,84,Video,entertaining,37.1,36.8
8,85,Video,entertaining,37.2,36.4
8,86,Video,entertaining,37.2,36
8,87,Video,entertaining,37.3,36.3
8,88,Video,entertaining,37.3,36.3
8,89,Video,entertaining,37.2,36.6
8,90,Video,entertaining,37.2,36.6
8,1,Video,info,37,35.6
8,2,Video,info,37,36.9
8,3,Video,info,37,36.1
8,4,Video,info,37,36.4
8,5,Video,info,-,-
8,6,Video,info,37.1,36.7
8,7,Video,info,37.1,35.9
8,8,Video,info,37.1,36.1
8,9,Video,info,37,36.5
8,10,Video,info,37.1,36.3
8,11,Video,info,37.1,35.7
8,12,Video,info,37,35.7
8,13,Video,info,37.1,35.8
8,14,Video,info,37.2,35.7
8,15,Video,info,37.1,35.7
8,16,Video,info,37,35.9
8,17,Video,info,37.1,35.7
8,18,Video,info,37,36.2
8,19,Video,info,37.1,36.4
8,20,Video,info,37.1,35.8
8,21,Video,info,37.1,36
8,22,Video,info,37.1,36.8
8,23,Video,info,37.1,36.3
8,24,Video,info,37.2,36.1
8,25,Video,info,37.1,36.1
8,26,Video,info,37.1,36
8,27,Video,info,37.1,36.2
8,28,Video,info,37,36.2
8,29,Video,info,37.2,36.3
8,30,Video,info,37.1,36.4
8,31,Video,info,37.3,36.5
8,32,Video,info,37,36.4
8,33,Video,info,37.1,36.7
8,34,Video,info,37.1,37
8,35,Video,info,37.1,37
8,36,Video,info,37.1,36.9
8,37,Video,info,37.1,37.1
8,38,Video,info,37.1,36.6
8,39,Video,info,37.1,37
8,40,Video,info,37,36.7
8,41,Video,info,37.1,37
8,42,Video,info,37.1,37.2
8,43,Video,info,37.1,37.2
8,44,Video,info,37,37
8,45,Video,info,37.1,37.2
8,46,Video,info,37.2,37.1
8,47,Video,info,37.1,37.1
8,48,Video,info,37.1,37.1
8,49,Video,info,37.1,37.1
8,50,Video,info,37.1,37.2
8,51,Video,info,37.1,36.7
8,52,Video,info,37.2,37.2
8,53,Video,info,37.1,37
8,54,Video,info,37,36.9
8,55,Video,info,37,36.8
8,56,Video,info,37,37
8,57,Video,info,37.1,37.1
8,58,Video,info,37.1,37
8,59,Video,info,37,37.1
8,60,Video,info,37,37
8,61,Video,info,37.1,37.3
8,62,Video,info,37.1,37.3
8,63,Video,info,37.1,37.3
8,64,Video,info,37,37.1
8,65,Video,info,37.2,37.4
8,66,Video,info,37.2,37
8,67,Video,info,37,36.9
8,68,Video,info,37.2,37.3
8,69,Video,info,37.1,36.9
8,70,Video,info,37.2,37.3
8,71,Video,info,37,37.3
8,72,Video,info,37.1,37.3
8,73,Video,info,37,36.9
8,74,Video,info,37.1,37.3
8,75,Video,info,37.1,36.9
8,76,Video,info,37.1,36.9
8,77,Video,info,37,36.9
8,78,Video,info,37,37.3
8,79,Video,info,37.1,36.7
8,80,Video,info,37.1,36.7
8,81,Video,info,37.1,36.9
8,82,Video,info,37,36.9
8,83,Video,info,37.1,37.2
8,84,Video,info,37,36.9
8,85,Video,info,37,36.8
8,86,Video,info,37.1,36.9
8,87,Video,info,37.1,36.9
8,88,Video,info,37.1,37
8,89,Video,info,37,37
8,90,Video,info,37.1,36.9
8,1,Video,scary,37.2,36
8,2,Video,scary,37.2,37.1
8,3,Video,scary,37.3,36
8,4,Video,scary,37.2,35.7
8,5,Video,scary,37.3,35.9
8,6,Video,scary,37.1,35.8
8,7,Video,scary,37.2,36.2
8,8,Video,scary,37.2,35.7
8,9,Video,scary,37.2,36.6
8,10,Video,scary,37.1,36.7
8,11,Video,scary,37.1,36.8
8,12,Video,scary,37.2,35.7
8,13,Video,scary,37.2,35.7
8,14,Video,scary,37.2,36.5
8,15,Video,scary,37.2,36.6
8,16,Video,scary,37.2,36
8,17,Video,scary,37.2,35.7
8,18,Video,scary,37.2,35.8
8,19,Video,scary,37.2,35.9
8,20,Video,scary,37.3,36
8,21,Video,scary,37.2,36.2
8,22,Video,scary,37.1,36.6
8,23,Video,scary,37.2,36.8
8,24,Video,scary,37.2,35.9
8,25,Video,scary,37.2,36
8,26,Video,scary,37.2,35.6
8,27,Video,scary,37.2,36.3
8,28,Video,scary,37.3,35.7
8,29,Video,scary,37.2,35.8
8,30,Video,scary,37.2,36.8
8,31,Video,scary,37.2,35.6
8,32,Video,scary,37.2,36
8,33,Video,scary,37.2,35.8
8,34,Video,scary,37.3,36
8,35,Video,scary,37.3,35.9
8,36,Video,scary,37.2,36.1
8,37,Video,scary,37.2,36.2
8,38,Video,scary,37.2,35.7
8,39,Video,scary,37.3,35.7
8,40,Video,scary,37.2,35.8
8,41,Video,scary,37.2,36.3
8,42,Video,scary,37.3,35.9
8,43,Video,scary,37.2,35.9
8,44,Video,scary,37.2,36.4
8,45,Video,scary,37.2,36.2
8,46,Video,scary,37.2,35.7
8,47,Video,scary,37.2,35.8
8,48,Video,scary,37.2,35.7
8,49,Video,scary,37.2,36.1
8,50,Video,scary,37.2,36
8,51,Video,scary,37.2,36
8,52,Video,scary,37.2,36.2
8,53,Video,scary,37.3,36.5
8,54,Video,scary,37.2,36.5
8,55,Video,scary,37.2,36.5
8,56,Video,scary,37.2,36.7
8,57,Video,scary,37.1,36.7
8,58,Video,scary,37.3,36.3
8,59,Video,scary,37.2,36.5
8,60,Video,scary,37.3,35.8
8,61,Video,scary,37.2,35.8
8,62,Video,scary,37.1,36.2
8,63,Video,scary,37.2,36.2
8,64,Video,scary,37.2,36.1
8,65,Video,scary,37.2,36.1
8,66,Video,scary,37.2,36.2
8,67,Video,scary,37.2,36.1
8,68,Video,scary,37.2,36.6
8,69,Video,scary,37.3,36
8,70,Video,scary,37.3,36
8,71,Video,scary,37.3,36.2
8,72,Video,scary,37.3,36
8,73,Video,scary,37.3,35.9
8,74,Video,scary,37.2,36.3
8,75,Video,scary,37.2,36
8,76,Video,scary,37.2,36.1
8,77,Video,scary,37.1,36.4
8,78,Video,scary,37.2,36.6
8,79,Video,scary,37.2,36.1
8,80,Video,scary,37.2,36
8,81,Video,scary,37.2,36.1
8,82,Video,scary,37.2,36.3
8,83,Video,scary,37.2,36.3
8,84,Video,scary,37.2,36.1
8,85,Video,scary,37.2,36
8,86,Video,scary,37.2,36.5
8,87,Video,scary,37.2,36.1
8,88,Video,scary,37.2,36.1
8,89,Video,scary,37.1,36.5
8,90,Video,scary,37.2,36.5
8,1,Video,boring,37,37
8,2,Video,boring,37,36.9
8,3,Video,boring,37.1,36
8,4,Video,boring,37,36.7
8,5,Video,boring,-,-
8,6,Video,boring,37.1,36.8
8,7,Video,boring,37.2,36.8
8,8,Video,boring,37.1,36.8
8,9,Video,boring,37.2,36.2
8,10,Video,boring,37.1,36.4
8,11,Video,boring,37.2,36.6
8,12,Video,boring,37.1,37
8,13,Video,boring,37.2,36.5
8,14,Video,boring,37.1,36.2
8,15,Video,boring,37.2,36.8
8,16,Video,boring,37,36.3
8,17,Video,boring,37.1,36.1
8,18,Video,boring,37,36.9
8,19,Video,boring,37.1,36.7
8,20,Video,boring,37.1,36.2
8,21,Video,boring,37.1,36.4
8,22,Video,boring,37.1,36.1
8,23,Video,boring,37.1,36.1
8,24,Video,boring,37.2,36.1
8,25,Video,boring,37.2,36.4
8,26,Video,boring,37.2,36.3
8,27,Video,boring,37.2,37
8,28,Video,boring,37.1,36.4
8,29,Video,boring,37,36.2
8,30,Video,boring,37.1,36.8
8,31,Video,boring,37.1,36.5
8,32,Video,boring,37.1,36.3
8,33,Video,boring,37,36.3
8,34,Video,boring,37,36.8
8,35,Video,boring,37.1,36.1
8,36,Video,boring,37.1,36.2
8,37,Video,boring,37.1,36.2
8,38,Video,boring,37.1,36.3
8,39,Video,boring,37.2,36.6
8,40,Video,boring,37.2,36.6
8,41,Video,boring,37.2,36.3
8,42,Video,boring,37.1,37
8,43,Video,boring,37.1,36.5
8,44,Video,boring,37.2,36.1
8,45,Video,boring,37.2,36.7
8,46,Video,boring,37.2,36.3
8,47,Video,boring,37,36.3
8,48,Video,boring,37,36.4
8,49,Video,boring,37,36.3
8,50,Video,boring,37,36.5
8,51,Video,boring,37.1,36.4
8,52,Video,boring,37.1,36.3
8,53,Video,boring,37.1,36.5
8,54,Video,boring,37.2,36.4
8,55,Video,boring,37.1,36.5
8,56,Video,boring,37.1,36.8
8,57,Video,boring,37.1,36.7
8,58,Video,boring,37.1,36.5
8,59,Video,boring,37,36.3
8,60,Video,boring,37.2,36.3
8,61,Video,boring,37.1,36.5
8,62,Video,boring,37.1,36.4
8,63,Video,boring,37.1,36.3
8,64,Video,boring,37.2,36.8
8,65,Video,boring,37.2,36.4
8,66,Video,boring,37.2,36.8
8,67,Video,boring,37.2,36.7
8,68,Video,boring,37.2,36.7
8,69,Video,boring,37.2,36.7
8,70,Video,boring,37.1,36.4
8,71,Video,boring,37.1,36.6
8,72,Video,boring,37.1,36.4
8,73,Video,boring,37,36.3
8,74,Video,boring,37,36.1
8,75,Video,boring,37.1,36.4
8,76,Video,boring,37.1,36.8
8,77,Video,boring,37,36.7
8,78,Video,boring,37,36.5
